"","ticker","year","GHG","n","X","Company_Year","Reduction_Sentences"
"51","ADM",2010,4762080,13,49,"Copy of Copy of ADM_10_processed.csv",1
"52","ADM",2011,10641461,13,24,"Copy of ADM_11_processed.csv",0
"53","ADM",2011,10641461,13,50,"Copy of Copy of ADM_11_processed.csv",0
"54","ADM",2012,10755004,13,25,"Copy of ADM_12_processed.csv",0
"55","ADM",2012,10755004,13,51,"Copy of Copy of ADM_12_processed.csv",0
"56","ADM",2013,10306133,13,52,"Copy of Copy of ADM_13_processed.csv",1
"57","ADM",2013,10306133,13,26,"Copy of ADM_13_processed.csv",1
"58","ADM",2014,10545211,13,53,"Copy of Copy of ADM_14_processed.csv",0
"59","ADM",2015,12573189,13,54,"Copy of Copy of ADM_15_processed.csv",0
"60","ADM",2016,12150317,13,55,"Copy of Copy of ADM_16_processed.csv",0
"61","ADM",2017,12381362,13,56,"Copy of Copy of ADM_17_processed.csv",0
"62","ADM",2018,12341044,13,NA,NA,NA
"63","ADM",2019,12388843,13,NA,NA,NA
"64","ADM",2020,11271636,13,NA,NA,NA
"65","ADM",2021,11235812,13,NA,NA,NA
"66","ADM",2022,11371897,13,NA,NA,NA
"67","AEE",2010,58893386,13,57,"Copy of Copy of AEE_10_processed.csv",29
"68","AEE",2011,59901832,13,NA,NA,NA
"69","AEE",2012,48393426,13,NA,NA,NA
"70","AEE",2013,30394280,13,58,"Copy of Copy of AEE_13_processed.csv",5
"71","AEE",2014,30577916,13,59,"Copy of Copy of AEE_14_processed.csv",4
"72","AEE",2015,28453791,13,60,"Copy of Copy of AEE_15_processed.csv",25
"73","AEE",2016,26712470,13,61,"Copy of Copy of AEE_16_processed.csv",16
"74","AEE",2017,30114578,13,62,"Copy of Copy of AEE_17_processed.csv",27
"75","AEE",2018,29503097,13,NA,NA,NA
"76","AEE",2019,24314882,13,NA,NA,NA
"77","AEE",2020,25861847,13,NA,NA,NA
"78","AEE",2021,28088793,13,NA,NA,NA
"79","AEE",2022,24863598,13,NA,NA,NA
"80","AEP",2010,2271736.128,13,NA,NA,NA
"81","AEP",2011,130953378.28738,13,NA,NA,NA
"82","AEP",2012,117231316.22775,13,NA,NA,NA
"83","AEP",2013,110654692.5318,13,NA,NA,NA
"84","AEP",2014,120764768.27537,13,NA,NA,NA
"85","AEP",2015,99819972.0469,13,NA,NA,NA
"86","AEP",2016,91666059.38786,13,NA,NA,NA
"87","AEP",2017,69663175.54479,13,NA,NA,NA
"88","AEP",2018,68398478.00717,13,63,"Copy of Copy of AEP_18_processed.csv",5
"89","AEP",2019,70021201.59257,13,64,"Copy of Copy of AEP_19_processed.csv",3
"90","AEP",2020,54382474.17485,13,65,"Copy of Copy of AEP_20_processed.csv",10
"91","AEP",2021,62963172.8792,13,66,"Copy of Copy of AEP_21_processed.csv",8
"92","AEP",2022,58677513.2008,13,67,"Copy of Copy of AEP_22_processed.csv",11
"93","AEP",2023,NA,NA,68,"Copy of Copy of AEP_23_processed.csv",13
"94","AEP",2024,NA,NA,69,"Copy of Copy of AEP_24_processed.csv",16
"95","AES",2010,14710573,13,70,"Copy of Copy of AES_10_processed.csv",19
"96","AES",2011,8801322,13,NA,NA,NA
"97","AES",2012,6920215,13,71,"Copy of Copy of AES_12_processed.csv",15
"98","AES",2013,6791516,13,72,"Copy of Copy of AES_13_processed.csv",13
"99","AES",2014,12898650.82,13,NA,NA,NA
"100","AES",2015,28744261.91,13,NA,NA,NA
"101","AES",2016,27788460.11,13,NA,NA,NA
"102","AES",2017,24767688.15,13,NA,NA,NA
"103","AES",2018,21093084.06,13,NA,NA,NA
"104","AES",2019,19586034.5,13,NA,NA,NA
"105","AES",2020,16746029,13,73,"Copy of Copy of AES_20_processed.csv",18
"106","AES",2021,19500128,13,NA,NA,NA
"107","AES",2022,19517551,13,NA,NA,NA
"108","AGL",2022,NA,NA,74,"Copy of Copy of AGL_22_processed.csv",2
"109","AGL",2023,NA,NA,75,"Copy of Copy of AGL_23_processed.csv",0
"110","AGL",2024,NA,NA,76,"Copy of Copy of AGL_24_processed.csv",1
"111","AGR",2020,NA,NA,77,"Copy of Copy of AGR_20_processed.csv",2
"112","AGR",2021,NA,NA,78,"Copy of Copy of AGR_21_processed.csv",0
"113","AGR",2022,NA,NA,79,"Copy of Copy of AGR_22_processed.csv",1
"114","AGR",2023,NA,NA,80,"Copy of Copy of AGR_23_processed.csv",4
"115","ALB",2010,272861,13,NA,NA,NA
"116","ALB",2011,325136,13,NA,NA,NA
"117","ALB",2012,311311,13,NA,NA,NA
