"","ticker","year","GHG","n","X","Company_Year","Reduction_Sentences"
"566","DD",2013,12043478,13,NA,NA,NA
"567","DD",2014,12883230,13,NA,NA,NA
"568","DD",2015,2554327,13,NA,NA,NA
"569","DD",2016,2787669,13,NA,NA,NA
"570","DD",2017,3595113,13,NA,NA,NA
"571","DD",2018,3401187,13,NA,NA,NA
"572","DD",2019,1116804,13,NA,NA,NA
"573","DD",2020,557988,13,NA,NA,NA
"574","DD",2021,391991,13,NA,NA,NA
"575","DD",2022,192095,13,NA,NA,NA
"576","DE",2010,135294,13,NA,NA,NA
"577","DE",2011,120702,13,NA,NA,NA
"578","DE",2012,118092,13,NA,NA,NA
"579","DE",2013,135398,13,NA,NA,NA
"580","DE",2014,111224,13,NA,NA,NA
"581","DE",2015,89567,13,NA,NA,NA
"582","DE",2016,73244,13,NA,NA,NA
"583","DE",2017,75589,13,NA,NA,NA
"584","DE",2018,64230,13,NA,NA,NA
"585","DE",2019,63353,13,NA,NA,NA
"586","DE",2020,63014,13,NA,NA,NA
"587","DE",2021,44662,13,NA,NA,NA
"588","DE",2022,52119,13,NA,NA,NA
"589","DK",2010,455729,13,NA,NA,NA
"590","DK",2011,849650,13,NA,NA,NA
"591","DK",2012,1079542,13,NA,NA,NA
"592","DK",2013,998695,13,NA,NA,NA
"593","DK",2014,1087987,13,NA,NA,NA
"594","DK",2015,889674,13,NA,NA,NA
"595","DK",2016,970133,13,NA,NA,NA
"596","DK",2017,1080870,13,NA,NA,NA
"597","DK",2018,1169529,13,NA,NA,NA
"598","DK",2019,2459685,13,NA,NA,NA
"599","DK",2020,2190188,13,NA,NA,NA
"600","DK",2021,2338497,13,NA,NA,NA
"601","DK",2022,2651344,13,NA,NA,NA
"602","DOW",2010,126968.5,13,NA,NA,NA
"603","DOW",2011,82203,13,NA,NA,NA
"604","DOW",2012,79203,13,NA,NA,NA
"605","DOW",2013,81091.5,13,NA,NA,NA
"606","DOW",2014,75453,13,NA,NA,NA
"607","DOW",2015,13461914.5,13,NA,NA,NA
"608","DOW",2016,14088332.84,13,NA,NA,NA
"609","DOW",2017,14713419.14,13,NA,NA,NA
"610","DOW",2018,14864563.6225,13,NA,NA,NA
"611","DOW",2019,16409522.405,13,NA,NA,NA
"612","DOW",2020,16840288.31,13,NA,NA,NA
"613","DOW",2021,16819732.15,13,NA,NA,NA
"614","DOW",2022,16326746.98,13,NA,NA,NA
"615","DTE",2010,38752299.929,13,NA,NA,NA
"616","DTE",2011,37985296.05,13,NA,NA,NA
"617","DTE",2012,36348168.966,13,NA,NA,NA
"618","DTE",2013,37851141.572,13,NA,NA,NA
"619","DTE",2014,35586668.238,13,NA,NA,NA
"620","DTE",2015,35303907.6145,13,NA,NA,NA
"621","DTE",2016,31070263.324,13,NA,NA,NA
"622","DTE",2017,31840053.432,13,NA,NA,NA
"623","DTE",2018,34185350.083,13,NA,NA,NA
"624","DTE",2019,30726461.537,13,NA,NA,NA
"625","DTE",2020,24576774.557,13,NA,NA,NA
"626","DTE",2021,30645623.952,13,NA,NA,NA
"627","DTE",2022,28056310.709,13,NA,NA,NA
"628","DUK",2010,81967514.676,13,NA,NA,NA
"629","DUK",2011,78012103.3116,13,NA,NA,NA
"630","DUK",2012,115693205.7284,13,NA,NA,NA
"631","DUK",2013,117070601.5307,13,NA,NA,NA
"632","DUK",2014,117546974.6492,13,NA,NA,NA
"633","DUK",2015,98975049.4058,13,NA,NA,NA
"634","DUK",2016,98735172.8617,13,NA,NA,NA
"635","DUK",2017,96334846.6208,13,NA,NA,NA
"636","DUK",2018,97383344.6263,13,NA,NA,NA
"637","DUK",2019,85957552.4944,13,NA,NA,NA
"638","DUK",2020,75470659.9652,13,NA,NA,NA
"639","DUK",2021,78467996.2367,13,NA,NA,NA
"640","DUK",2022,78319208.0561,13,NA,NA,NA
"641","DVN",2010,920874.7,13,NA,NA,NA
"642","DVN",2011,3885754.635,13,NA,NA,NA
"643","DVN",2012,3792922.06,13,NA,NA,NA
"644","DVN",2013,3484370.67,13,NA,NA,NA
"645","DVN",2014,2912988.3575,13,NA,NA,NA
"646","DVN",2015,4487735.745,13,NA,NA,NA
"647","DVN",2016,2626426.0675,13,NA,NA,NA
"648","DVN",2017,2806531.9425,13,NA,NA,NA
"649","DVN",2018,3158115.3225,13,NA,NA,NA
"650","DVN",2019,3033040.5675,13,NA,NA,NA
"651","DVN",2020,1960899.1825,13,NA,NA,NA
"652","DVN",2021,3980888.065,13,NA,NA,NA
"653","DVN",2022,4615271.845,13,NA,NA,NA
"654","EAF",2010,207302,13,NA,NA,NA
"655","EAF",2011,253776,13,NA,NA,NA
"656","EAF",2012,180507,13,NA,NA,NA
"657","EAF",2013,225090,13,NA,NA,NA
"658","EAF",2014,296210,13,NA,NA,NA
"659","EAF",2015,10888,13,NA,NA,NA
"660","EAF",2016,216862,13,NA,NA,NA
"661","EAF",2017,210599,13,NA,NA,NA
"662","EAF",2018,113550,13,NA,NA,NA
"663","EAF",2019,132388,13,NA,NA,NA
"664","EAF",2020,138028,13,NA,NA,NA
"665","EAF",2021,114122.09,13,NA,NA,NA
"666","EAF",2022,101155,13,NA,NA,NA
"667","ED",2010,3236885,13,NA,NA,NA
"668","ED",2011,3355406,13,NA,NA,NA
"669","ED",2012,3248703,13,NA,NA,NA
"670","ED",2013,3337760,13,NA,NA,NA
"671","ED",2014,3146417,13,NA,NA,NA
"672","ED",2015,3117192,13,NA,NA,NA
"673","ED",2016,2984902,13,NA,NA,NA
"674","ED",2017,2904182,13,NA,NA,NA
"675","ED",2018,2963666,13,NA,NA,NA
"676","ED",2019,2815753,13,NA,NA,NA
"677","ED",2020,2659412,13,NA,NA,NA
"678","ED",2021,2741623,13,NA,NA,NA
"679","ED",2022,2767956,13,NA,NA,NA
"680","EE",2010,1711544,13,NA,NA,NA
"681","EE",2011,2652733.8818,13,NA,NA,NA
"682","EE",2012,2794449.598,13,NA,NA,NA
"683","EE",2013,2935276.8928,13,NA,NA,NA
"684","EE",2014,2757534.5022,13,NA,NA,NA
"685","EE",2015,2863297.9384,13,NA,NA,NA
"686","EE",2016,2024155.1241,13,NA,NA,NA
"687","EE",2017,2211950.0972,13,NA,NA,NA
"688","EE",2018,2733900.54,13,NA,NA,NA
"689","EE",2019,2798670,13,NA,NA,NA
"690","EE",2020,2642000,13,NA,NA,NA
"691","EE",2021,2592743,13,NA,NA,NA
"692","EE",2022,2532110,13,NA,NA,NA
"693","EIX",2010,44052896,13,NA,NA,NA
"694","EIX",2011,41280351,13,NA,NA,NA
"695","EIX",2012,36882224,13,NA,NA,NA
"696","EIX",2013,27460770,13,NA,NA,NA
"697","EIX",2014,2571236,13,NA,NA,NA
"698","EIX",2015,2366595,13,NA,NA,NA
"699","EIX",2016,2094434,13,NA,NA,NA
"700","EIX",2017,1714024,13,NA,NA,NA
"701","EIX",2018,878974,13,NA,NA,NA
"702","EIX",2019,1313579.7677,13,NA,NA,NA
"703","EIX",2020,1298081.203,13,NA,NA,NA
"704","EIX",2021,915916.3688,13,NA,NA,NA
"705","EIX",2022,1617363.5091,13,NA,NA,NA
"706","EMN",2010,6743175,13,NA,NA,NA
"707","EMN",2011,7142673,13,NA,NA,NA
"708","EMN",2012,7058433,13,NA,NA,NA
"709","EMN",2013,7240750,13,NA,NA,NA
"710","EMN",2014,7162528,13,NA,NA,NA
"711","EMN",2015,7162584,13,NA,NA,NA
"712","EMN",2016,7121104,13,NA,NA,NA
"713","EMN",2017,6438911,13,NA,NA,NA
"714","EMN",2018,6444444,13,NA,NA,NA
"715","EMN",2019,6334830,13,NA,NA,NA
"716","EMN",2020,6195164,13,NA,NA,NA
"717","EMN",2021,6303701,13,NA,NA,NA
"718","EMN",2022,6091692,13,NA,NA,NA
"719","EOG",2010,271,13,NA,NA,NA
"720","EOG",2011,3920341,13,NA,NA,NA
"721","EOG",2012,4477650,13,NA,NA,NA
"722","EOG",2013,5775114,13,NA,NA,NA
"723","EOG",2014,6339999,13,NA,NA,NA
"724","EOG",2015,5115566,13,NA,NA,NA
"725","EOG",2016,3968200,13,NA,NA,NA
"726","EOG",2017,4308041,13,NA,NA,NA
"727","EOG",2018,5253039,13,NA,NA,NA
"728","EOG",2019,5406621,13,NA,NA,NA
"729","EOG",2020,4473308,13,NA,NA,NA
"730","EOG",2021,4994343,13,NA,NA,NA
"731","EOG",2022,5087934,13,NA,NA,NA
"732","ETR",2010,35044746.6998,13,NA,NA,NA
"733","ETR",2011,37716743.4394,13,NA,NA,NA
"734","ETR",2012,36498801.0844,13,NA,NA,NA
"735","ETR",2013,35856813.9686,13,NA,NA,NA
"736","ETR",2014,34918290.744,13,NA,NA,NA
"737","ETR",2015,31951015.3829,13,NA,NA,NA
"738","ETR",2016,36192923.9586,13,NA,NA,NA
"739","ETR",2017,34623140.2838,13,NA,NA,NA
"740","ETR",2018,37726616.9357,13,NA,NA,NA
"741","ETR",2019,36294212.9998,13,NA,NA,NA
"742","ETR",2020,34603246.7233,13,NA,NA,NA
"743","ETR",2021,37166687.6362,13,NA,NA,NA
"744","ETR",2022,40219776.6268,13,NA,NA,NA
"745","EXC",2010,5988321.403,13,NA,NA,NA
"746","EXC",2011,6144942.812,13,NA,NA,NA
"747","EXC",2012,13023725.0438,13,NA,NA,NA
"748","EXC",2013,12094093.6072,13,NA,NA,NA
"749","EXC",2014,8845430.8097,13,NA,NA,NA
"750","EXC",2015,6827384,13,NA,NA,NA
"751","EXC",2016,9045946,13,NA,NA,NA
"752","EXC",2017,9791283,13,NA,NA,NA
"753","EXC",2018,8698310,13,NA,NA,NA
"754","EXC",2019,8591252.8648,13,NA,NA,NA
"755","EXC",2020,7882593.2434,13,NA,NA,NA
"756","EXC",2021,8012961,13,NA,NA,NA
"757","EXC",2022,322678,13,NA,NA,NA
"758","EXP",2010,1628930,13,NA,NA,NA
"759","EXP",2011,1613361,13,NA,NA,NA
"760","EXP",2012,1733661,13,NA,NA,NA
"761","EXP",2013,1731021,13,NA,NA,NA
"762","EXP",2014,1680861,13,NA,NA,NA
"763","EXP",2015,2461054,13,NA,NA,NA
"764","EXP",2016,2502261,13,NA,NA,NA
"765","EXP",2017,3087031,13,NA,NA,NA
"766","EXP",2018,3025449,13,NA,NA,NA
"767","EXP",2019,3460129,13,NA,NA,NA
"768","EXP",2020,4715057,13,NA,NA,NA
"769","EXP",2021,5631022,13,NA,NA,NA
"770","EXP",2022,5547687,13,NA,NA,NA
"771","F",2010,735276,13,NA,NA,NA
"772","F",2011,675740,13,NA,NA,NA
"773","F",2012,628684,13,NA,NA,NA
"774","F",2013,724028,13,NA,NA,NA
"775","F",2014,763256,13,NA,NA,NA
"776","F",2015,687730,13,NA,NA,NA
"777","F",2016,649474,13,NA,NA,NA
"778","F",2017,617190,13,NA,NA,NA
"779","F",2018,662691,13,NA,NA,NA
"780","F",2019,633369,13,NA,NA,NA
"781","F",2020,481112,13,NA,NA,NA
"782","F",2021,499181,13,NA,NA,NA
"783","F",2022,559603,13,NA,NA,NA
"784","FCX",2010,444292.39,13,NA,NA,NA
"785","FCX",2011,685427.831,13,NA,NA,NA
"786","FCX",2012,634439.85,13,NA,NA,NA
"787","FCX",2013,668381.705,13,NA,NA,NA
"788","FCX",2014,1631799.46,13,NA,NA,NA
"789","FCX",2015,1754955.1476,13,NA,NA,NA
"790","FCX",2016,466587.7062,13,NA,NA,NA
"791","FCX",2017,393979.9548,13,NA,NA,NA
"792","FCX",2018,616132.44,13,NA,NA,NA
"793","FCX",2019,449827.68,13,NA,NA,NA
"794","FCX",2020,429067.5,13,NA,NA,NA
"795","FCX",2021,393889,13,NA,NA,NA
"796","FCX",2022,463665,13,NA,NA,NA
"797","FF",2010,149775,13,NA,NA,NA
"798","FF",2011,147648,13,NA,NA,NA
"799","FF",2012,160126,13,NA,NA,NA
"800","FF",2013,171134,13,NA,NA,NA
"801","FF",2014,191184,13,NA,NA,NA
"802","FF",2015,175698,13,NA,NA,NA
"803","FF",2016,164647,13,NA,NA,NA
"804","FF",2017,158048,13,NA,NA,NA
"805","FF",2018,165848,13,NA,NA,NA
"806","FF",2019,167314,13,NA,NA,NA
"807","FF",2020,165972,13,NA,NA,NA
"808","FF",2021,152388,13,NA,NA,NA
"809","FF",2022,154382,13,NA,NA,NA
"810","FMS",2010,48642,13,NA,NA,NA
"811","FMS",2011,53606,13,NA,NA,NA
"812","FMS",2012,54802,13,NA,NA,NA
"813","FMS",2013,58993,13,NA,NA,NA
"814","FMS",2014,60118,13,NA,NA,NA
"815","FMS",2015,59236,13,NA,NA,NA
"816","FMS",2016,64635,13,NA,NA,NA
"817","FMS",2017,65501,13,NA,NA,NA
"818","FMS",2018,68329,13,NA,NA,NA
"819","FMS",2019,70464,13,NA,NA,NA
"820","FMS",2020,73194,13,NA,NA,NA
"821","FMS",2021,69746,13,NA,NA,NA
"822","FMS",2022,67978,13,NA,NA,NA
"823","GE",2010,3397225,13,NA,NA,NA
"824","GE",2011,6278106.61,13,NA,NA,NA
"825","GE",2012,6742880.085,13,NA,NA,NA
"826","GE",2013,4313718.825,13,NA,NA,NA
"827","GE",2014,3413176.915,13,NA,NA,NA
"828","GE",2015,1794373.745,13,NA,NA,NA
"829","GE",2016,1754402.117,13,NA,NA,NA
"830","GE",2017,1187761.726,13,NA,NA,NA
"831","GE",2018,1091006.95,13,NA,NA,NA
"832","GE",2019,789684.12,13,NA,NA,NA
"833","GE",2020,565669.56,13,NA,NA,NA
"834","GE",2021,417639.75,13,NA,NA,NA
"835","GE",2022,736569.25,13,NA,NA,NA
"836","GEF",2010,175203,13,NA,NA,NA
"837","GEF",2011,199511,13,NA,NA,NA
"838","GEF",2012,199365,13,NA,NA,NA
"839","GEF",2013,189593,13,NA,NA,NA
"840","GEF",2014,195605,13,NA,NA,NA
"841","GEF",2015,179403,13,NA,NA,NA
"842","GEF",2016,194861,13,NA,NA,NA
"843","GEF",2017,204928,13,NA,NA,NA
"844","GEF",2018,222493,13,NA,NA,NA
"845","GEF",2019,228323,13,NA,NA,NA
"846","GEF",2020,455335,13,NA,NA,NA
"847","GEF",2021,427500,13,NA,NA,NA
"848","GEF",2022,423796,13,NA,NA,NA
"849","GEVO",2010,39679,13,NA,NA,NA
"850","GEVO",2011,39011,13,NA,NA,NA
"851","GEVO",2012,20053,13,NA,NA,NA
"852","GEVO",2013,8321,13,NA,NA,NA
"853","GEVO",2014,29169,13,NA,NA,NA
"854","GEVO",2015,327,13,NA,NA,NA
"855","GEVO",2016,35119,13,NA,NA,NA
"856","GEVO",2017,39921,13,NA,NA,NA
"857","GEVO",2018,37588,13,NA,NA,NA
"858","GEVO",2019,27128,13,NA,NA,NA
"859","GEVO",2020,5563,13,NA,NA,NA
"860","GEVO",2021,2212,13,NA,NA,NA
"861","GEVO",2022,2275,13,NA,NA,NA
"862","GIS",2010,55625,13,NA,NA,NA
"863","GIS",2011,92565,13,NA,NA,NA
"864","GIS",2012,83843,13,NA,NA,NA
"865","GIS",2013,85265,13,NA,NA,NA
"866","GIS",2014,87229,13,NA,NA,NA
"867","GIS",2015,79302,13,NA,NA,NA
"868","GIS",2016,63196,13,NA,NA,NA
"869","GIS",2017,42748,13,NA,NA,NA
"870","GIS",2018,68813,13,NA,NA,NA
"871","GIS",2019,69236,13,NA,NA,NA
"872","GIS",2020,82545,13,NA,NA,NA
"873","GIS",2021,73949,13,NA,NA,NA
"874","GIS",2022,79095,13,NA,NA,NA
"875","GLW",2010,269124.5,13,NA,NA,NA
"876","GLW",2011,266166.5,13,NA,NA,NA
"877","GLW",2012,166350.5,13,NA,NA,NA
"878","GLW",2013,148496.5,13,NA,NA,NA
"879","GLW",2014,166851,13,NA,NA,NA
"880","GLW",2015,410619.5,13,NA,NA,NA
"881","GLW",2016,215784.8,13,NA,NA,NA
"882","GLW",2017,259206.81,13,NA,NA,NA
"883","GLW",2018,214239.8125,13,NA,NA,NA
"884","GLW",2019,210341.265,13,NA,NA,NA
"885","GLW",2020,238982.465,13,NA,NA,NA
"886","GLW",2021,250202.83,13,NA,NA,NA
"887","GLW",2022,217225.735,13,NA,NA,NA
"888","GM",2010,878524,13,NA,NA,NA
"889","GM",2011,940682,13,NA,NA,NA
"890","GM",2012,915394,13,NA,NA,NA
"891","GM",2013,974583,13,NA,NA,NA
"892","GM",2014,919921,13,NA,NA,NA
"893","GM",2015,804295,13,NA,NA,NA
"894","GM",2016,857986,13,NA,NA,NA
"895","GM",2017,771134,13,NA,NA,NA
"896","GM",2018,696776,13,NA,NA,NA
"897","GM",2019,676788,13,NA,NA,NA
"898","GM",2020,534440,13,NA,NA,NA
"899","GM",2021,544976,13,NA,NA,NA
"900","GM",2022,567993,13,NA,NA,NA
"901","GPRE",2010,977416,13,NA,NA,NA
"902","GPRE",2011,1101430,13,NA,NA,NA
"903","GPRE",2012,1011268,13,NA,NA,NA
"904","GPRE",2013,1213444,13,NA,NA,NA
"905","GPRE",2014,1415175,13,NA,NA,NA
"906","GPRE",2015,1502976,13,NA,NA,NA
"907","GPRE",2016,1932970,13,NA,NA,NA
"908","GPRE",2017,1859071,13,NA,NA,NA
"909","GPRE",2018,1687877,13,NA,NA,NA
"910","GPRE",2019,1316118,13,NA,NA,NA
"911","GPRE",2020,1194855,13,NA,NA,NA
"912","GPRE",2021,1154532,13,NA,NA,NA
"913","GPRE",2022,1371667,13,NA,NA,NA
"914","HAYN",2010,55875,13,NA,NA,NA
"915","HAYN",2011,59547,13,NA,NA,NA
"916","HAYN",2012,60444,13,NA,NA,NA
"917","HAYN",2013,55407,13,NA,NA,NA
"918","HAYN",2014,58923,13,NA,NA,NA
"919","HAYN",2015,59471,13,NA,NA,NA
"920","HAYN",2016,48959,13,NA,NA,NA
"921","HAYN",2017,52958,13,NA,NA,NA
"922","HAYN",2018,56959,13,NA,NA,NA
"923","HAYN",2019,57318,13,NA,NA,NA
"924","HAYN",2020,42165,13,NA,NA,NA
"925","HAYN",2021,49960,13,NA,NA,NA
"926","HAYN",2022,60029,13,NA,NA,NA
"927","HES",2010,265443.56,13,NA,NA,NA
"928","HES",2011,1868621.7429,13,NA,NA,NA
"929","HES",2012,2667965.5673,13,NA,NA,NA
"930","HES",2013,1959737.6781,13,NA,NA,NA
"931","HES",2014,2316623.1967,13,NA,NA,NA
"932","HES",2015,2589774.6933,13,NA,NA,NA
"933","HES",2016,2404856.2835,13,NA,NA,NA
"934","HES",2017,2197549.0173,13,NA,NA,NA
"935","HES",2018,2841642.0871,13,NA,NA,NA
"936","HES",2019,3578172.8577,13,NA,NA,NA
"937","HES",2020,2975324.9668,13,NA,NA,NA
"938","HES",2021,2283105.7421,13,NA,NA,NA
"939","HES",2022,1972722.128,13,NA,NA,NA
"940","HII",2010,78582,13,NA,NA,NA
"941","HII",2011,83110,13,NA,NA,NA
"942","HII",2012,125807,13,NA,NA,NA
"943","HII",2013,96635,13,NA,NA,NA
"944","HII",2014,78425,13,NA,NA,NA
"945","HII",2015,81129,13,NA,NA,NA
"946","HII",2016,94229,13,NA,NA,NA
"947","HII",2017,55417,13,NA,NA,NA
"948","HII",2018,57500,13,NA,NA,NA
"949","HII",2019,55380,13,NA,NA,NA
"950","HII",2020,58398,13,NA,NA,NA
"951","HII",2021,83062,13,NA,NA,NA
"952","HII",2022,71824,13,NA,NA,NA
"953","HON",2010,5231832,13,NA,NA,NA
"954","HON",2011,4991327,13,NA,NA,NA
"955","HON",2012,4494434,13,NA,NA,NA
"956","HON",2013,2321343,13,NA,NA,NA
"957","HON",2014,2169109,13,NA,NA,NA
"958","HON",2015,2168021,13,NA,NA,NA
"959","HON",2016,670275,13,NA,NA,NA
"960","HON",2017,741415,13,NA,NA,NA
"961","HON",2018,867026,13,NA,NA,NA
"962","HON",2019,730011,13,NA,NA,NA
"963","HON",2020,700836,13,NA,NA,NA
"964","HON",2021,690774,13,NA,NA,NA
"965","HON",2022,557945,13,NA,NA,NA
"966","HXL",2010,55876,13,NA,NA,NA
"967","HXL",2011,66908,13,NA,NA,NA
"968","HXL",2012,70490,13,NA,NA,NA
"969","HXL",2013,72531,13,NA,NA,NA
"970","HXL",2014,74291,13,NA,NA,NA
"971","HXL",2015,90651,13,NA,NA,NA
"972","HXL",2016,104502,13,NA,NA,NA
"973","HXL",2017,116331,13,NA,NA,NA
"974","HXL",2018,134101,13,NA,NA,NA
"975","HXL",2019,146968,13,NA,NA,NA
"976","HXL",2020,88456,13,NA,NA,NA
"977","HXL",2021,97017,13,NA,NA,NA
"978","HXL",2022,141179,13,NA,NA,NA
"979","IDA",2010,1475557.5,13,NA,NA,NA
"980","IDA",2011,1009629,13,NA,NA,NA
"981","IDA",2012,1042566,13,NA,NA,NA
"982","IDA",2013,1872501.5,13,NA,NA,NA
"983","IDA",2014,1780638.5,13,NA,NA,NA
"984","IDA",2015,1588516.5,13,NA,NA,NA
"985","IDA",2016,1219560.5,13,NA,NA,NA
"986","IDA",2017,953512,13,NA,NA,NA
"987","IDA",2018,1329035.5,13,NA,NA,NA
"988","IDA",2019,1773960,13,NA,NA,NA
"989","IDA",2020,1583109.4,13,NA,NA,NA
"990","IDA",2021,5613649.97,13,NA,NA,NA
"991","IDA",2022,5509125.3,13,NA,NA,NA
"992","IFF",2010,29612,13,NA,NA,NA
"993","IFF",2011,28802,13,NA,NA,NA
"994","IFF",2012,29123,13,NA,NA,NA
"995","IFF",2013,32072,13,NA,NA,NA
"996","IFF",2014,29881,13,NA,NA,NA
"997","IFF",2015,38581,13,NA,NA,NA
"998","IFF",2016,40356,13,NA,NA,NA
"999","IFF",2017,36739,13,NA,NA,NA
"1000","IFF",2018,38374,13,NA,NA,NA
"1001","IFF",2019,36254,13,NA,NA,NA
"1002","IFF",2020,57249,13,NA,NA,NA
"1003","IFF",2021,247480,13,NA,NA,NA
"1004","IFF",2022,378029,13,NA,NA,NA
"1005","INTC",2010,66500,13,NA,NA,NA
"1006","INTC",2011,838204.44,13,NA,NA,NA
"1007","INTC",2012,794127.39,13,NA,NA,NA
"1008","INTC",2013,678407.21,13,NA,NA,NA
"1009","INTC",2014,1019457.79,13,NA,NA,NA
"1010","INTC",2015,924538.84,13,NA,NA,NA
"1011","INTC",2016,877545.63,13,NA,NA,NA
"1012","INTC",2017,831697.35,13,NA,NA,NA
"1013","INTC",2018,944460.85,13,NA,NA,NA
"1014","INTC",2019,779424,13,NA,NA,NA
"1015","INTC",2020,1025059,13,NA,NA,NA
"1016","INTC",2021,1188171,13,NA,NA,NA
"1017","INTC",2022,937635,13,NA,NA,NA
"1018","IP",2010,6042024,13,NA,NA,NA
"1019","IP",2011,7064182,13,NA,NA,NA
"1020","IP",2012,7360379,13,NA,NA,NA
"1021","IP",2013,6878095,13,NA,NA,NA
"1022","IP",2014,6372027,13,NA,NA,NA
"1023","IP",2015,6473483,13,NA,NA,NA
"1024","IP",2016,6574912,13,NA,NA,NA
"1025","IP",2017,5978236,13,NA,NA,NA
"1026","IP",2018,5821275,13,NA,NA,NA
"1027","IP",2019,5910126,13,NA,NA,NA
"1028","IP",2020,6070993,13,NA,NA,NA
"1029","IP",2021,5738842,13,NA,NA,NA
"1030","IP",2022,5306489,13,NA,NA,NA
"1031","KMI",2010,113180.69,13,NA,NA,NA
"1032","KMI",2011,2053686.34,13,NA,NA,NA
"1033","KMI",2012,1567059.49,13,NA,NA,NA
"1034","KMI",2013,1474624.24,13,NA,NA,NA
"1035","KMI",2014,1339886.13,13,NA,NA,NA
"1036","KMI",2015,8443733.72,13,NA,NA,NA
"1037","KMI",2016,10332707.68,13,NA,NA,NA
"1038","KMI",2017,10334550.43,13,NA,NA,NA
"1039","KMI",2018,10336894.58,13,NA,NA,NA
"1040","KMI",2019,11552543.88,13,NA,NA,NA
"1041","KMI",2020,12079898.43,13,NA,NA,NA
"1042","KMI",2021,11740151.1323,13,NA,NA,NA
"1043","KMI",2022,11405136.6676,13,NA,NA,NA
"1044","KOP",2010,58207,13,NA,NA,NA
"1045","KOP",2011,62663,13,NA,NA,NA
"1046","KOP",2012,55496,13,NA,NA,NA
"1047","KOP",2013,66544,13,NA,NA,NA
"1048","KOP",2014,74482,13,NA,NA,NA
"1049","KOP",2015,77891,13,NA,NA,NA
"1050","KOP",2016,72332,13,NA,NA,NA
"1051","KOP",2017,66652,13,NA,NA,NA
"1052","KOP",2018,74068,13,NA,NA,NA
"1053","KOP",2019,74553,13,NA,NA,NA
"1054","KOP",2020,65317,13,NA,NA,NA
"1055","KOP",2021,53067,13,NA,NA,NA
"1056","KOP",2022,46460,13,NA,NA,NA
"1057","L",2010,1134121,13,NA,NA,NA
"1058","L",2011,2606435,13,NA,NA,NA
"1059","L",2012,2804932,13,NA,NA,NA
"1060","L",2013,2615463,13,NA,NA,NA
"1061","L",2014,2127204,13,NA,NA,NA
"1062","L",2015,2172626,13,NA,NA,NA
"1063","L",2016,2430125,13,NA,NA,NA
"1064","L",2017,2821176,13,NA,NA,NA
"1065","L",2018,3140642,13,NA,NA,NA
"1066","L",2019,3296118,13,NA,NA,NA
"1067","L",2020,2571964,13,NA,NA,NA
"1068","L",2021,2646367,13,NA,NA,NA
"1069","L",2022,2140050,13,NA,NA,NA
"1070","LEG",2010,97181,13,NA,NA,NA
"1071","LEG",2011,95474,13,NA,NA,NA
"1072","LEG",2012,93970,13,NA,NA,NA
"1073","LEG",2013,94169,13,NA,NA,NA
"1074","LEG",2014,90835,13,NA,NA,NA
"1075","LEG",2015,100329,13,NA,NA,NA
"1076","LEG",2016,75175,13,NA,NA,NA
"1077","LEG",2017,85892,13,NA,NA,NA
"1078","LEG",2018,87886,13,NA,NA,NA
"1079","LEG",2019,82485,13,NA,NA,NA
"1080","LEG",2020,82946,13,NA,NA,NA
"1081","LEG",2021,87896,13,NA,NA,NA
"1082","LEG",2022,82950,13,NA,NA,NA
"1083","LMT",2010,76558,13,NA,NA,NA
"1084","LMT",2011,92161,13,NA,NA,NA
"1085","LMT",2012,83186,13,NA,NA,NA
"1086","LMT",2013,83930,13,NA,NA,NA
"1087","LMT",2014,81494,13,NA,NA,NA
"1088","LMT",2015,135388,13,NA,NA,NA
"1089","LMT",2016,118165,13,NA,NA,NA
"1090","LMT",2017,96420,13,NA,NA,NA
"1091","LMT",2018,122635,13,NA,NA,NA
"1092","LMT",2019,114740,13,NA,NA,NA
"1093","LMT",2020,114076,13,NA,NA,NA
"1094","LMT",2021,118085,13,NA,NA,NA
"1095","LMT",2022,102743,13,NA,NA,NA
"1096","LNT",2010,16312573.056,13,NA,NA,NA
"1097","LNT",2011,16637486.828,13,NA,NA,NA
"1098","LNT",2012,15346427.562,13,NA,NA,NA
"1099","LNT",2013,15809906.76,13,NA,NA,NA
"1100","LNT",2014,15053103.158,13,NA,NA,NA
"1101","LNT",2015,15200857.1788,13,NA,NA,NA
"1102","LNT",2016,13167015.7784,13,NA,NA,NA
"1103","LNT",2017,15007979.4696,13,NA,NA,NA
"1104","LNT",2018,15848352.0736,13,NA,NA,NA
"1105","LNT",2019,13316423.2138,13,NA,NA,NA
"1106","LNT",2020,11815472.9964,13,NA,NA,NA
"1107","LNT",2021,14981640.5082,13,NA,NA,NA
"1108","LNT",2022,12789213.1614,13,NA,NA,NA
"1109","LXS",2010,150252,13,NA,NA,NA
"1110","LXS",2011,151126,13,NA,NA,NA
"1111","LXS",2012,168892,13,NA,NA,NA
"1112","LXS",2013,155068,13,NA,NA,NA
"1113","LXS",2014,138581,13,NA,NA,NA
"1114","LXS",2015,142711,13,NA,NA,NA
"1115","LXS",2016,144096,13,NA,NA,NA
"1116","LXS",2017,193991,13,NA,NA,NA
"1117","LXS",2018,266969.5,13,NA,NA,NA
"1118","LXS",2019,337839,13,NA,NA,NA
"1119","LXS",2020,328969,13,NA,NA,NA
"1120","LXS",2021,299986.5,13,NA,NA,NA
